STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,COMMODITY,Commodity,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION_ID,Version ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MEX,Mexico,A,Annual,CPC_022,Raw milk,EX,Exports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MEX,Mexico,A,Annual,CPC_017,Pulses (dried leguminous vegetables),BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MEX,Mexico,A,Annual,CPC_017,Pulses (dried leguminous vegetables),BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NOR,Norway,A,Annual,CPC_235,Sugar and molasses,QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,115.2267,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NOR,Norway,A,Annual,CPC_235,Sugar and molasses,QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,115.5052,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NOR,Norway,A,Annual,CPC_0111,Wheat,EX,Exports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,5,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NOR,Norway,A,Annual,CPC_0111,Wheat,EX,Exports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,5,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NZL,New Zealand,A,Annual,CPC_EX_222122,Whey powder,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,1444.8335,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NZL,New Zealand,A,Annual,CPC_EX_222122,Whey powder,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,1460.3827,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NZL,New Zealand,A,Annual,CPC_EX_222122,Whey powder,QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,36.159,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NZL,New Zealand,A,Annual,CPC_EX_222122,Whey powder,QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,36.1534,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_2354,Molasses,IM,Imports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.1918,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_2354,Molasses,IM,Imports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.1918,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_EX_SH,Sheepmeat,QP_ET,Ethanol production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_EX_SH,Sheepmeat,QP_ET,Ethanol production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_21525,"Fats and oils and their fractions, of fish, other than liver oils",QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,7.201,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,RUS,Russia,A,Annual,CPC_21525,"Fats and oils and their fractions, of fish, other than liver oils",QC,Consumption,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,7.2609,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,USA,United States,A,Annual,CPC_35491,Biodiesel,PP,Producer price,XDC_HL,National currency per hectolitre,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,55.0103,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,USA,United States,A,Annual,CPC_35491,Biodiesel,PP,Producer price,XDC_HL,National currency per hectolitre,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,55.172,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,USA,United States,A,Annual,CPC_216,Vegetable oils,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,3618.8372,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,USA,United States,A,Annual,CPC_216,Vegetable oils,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,3648.1384,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_EX_BV,Beef and veal,FE,Feed,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,CWE,Carcass weight equivalent
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_EX_BV,Beef and veal,FE,Feed,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,CWE,Carcass weight equivalent
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_EX_BV,Beef and veal,FO_DES_TOT,Total calorie availability,KCAL_PS_D,Kilocalories per person per day,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,135.3195,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_EX_BV,Beef and veal,FO_DES_TOT,Total calorie availability,KCAL_PS_D,Kilocalories per person per day,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,136.5079,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_022,Raw milk,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_022,Raw milk,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_04,Fish and other fishing products,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,2953997.5273,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,CHL,Chile,A,Annual,CPC_04,Fish and other fishing products,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,2959087.2324,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,COL,Colombia,A,Annual,CPC_0114T0119,Other coarse grains,OU,Other use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,328.7481,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,COL,Colombia,A,Annual,CPC_0114T0119,Other coarse grains,OU,Other use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,330.8052,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,COL,Colombia,A,Annual,CPC_0151T0155,Roots and tubers,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,2.1158,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,COL,Colombia,A,Annual,CPC_0151T0155,Roots and tubers,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,2.2168,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,EGY,Egypt,A,Annual,CPC_EX_BV,Beef and veal,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,EGY,Egypt,A,Annual,CPC_EX_BV,Beef and veal,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ETH,Ethiopia,A,Annual,CPC_0144,Other oilseeds,ST,Ending stocks,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.0004,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ETH,Ethiopia,A,Annual,CPC_0144,Other oilseeds,ST,Ending stocks,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.0004,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ETH,Ethiopia,A,Annual,CPC_22211,Whole milk powder,FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.0213,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ETH,Ethiopia,A,Annual,CPC_22211,Whole milk powder,FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.0213,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IDN,Indonesia,A,Annual,CPC_EX_PK,Pigmeat,FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.6014,,A,Normal value,0,Units,2,Two,RW,Retail weight
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IDN,Indonesia,A,Annual,CPC_EX_PK,Pigmeat,FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.6,,A,Normal value,0,Units,2,Two,RW,Retail weight
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IDN,Indonesia,A,Annual,CPC_2352,Refined sugar,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,8846901.1899,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IDN,Indonesia,A,Annual,CPC_2352,Refined sugar,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,9096338.1678,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IND,India,A,Annual,CPC_EX_FHC,Fish from capture,FO,Food,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IND,India,A,Annual,CPC_EX_FHC,Fish from capture,FO,Food,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_223,"Eggs, in shell, preserved or cooked",FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,5.7991,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_223,"Eggs, in shell, preserved or cooked",FO_PC,Human consumption,KG_PS,Kilogrammes per person,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,5.782,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_2352,Refined sugar,EX,Exports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.0001,,A,Normal value,3,Thousands,2,Two,TQB,Tel quel basis (sugar)
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_2352,Refined sugar,EX,Exports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.0001,,A,Normal value,3,Thousands,2,Two,TQB,Tel quel basis (sugar)
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_216,Vegetable oils,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,1123.621,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_216,Vegetable oils,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,1144.5661,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_22211,Whole milk powder,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,IRN,Iran,A,Annual,CPC_22211,Whole milk powder,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_235,Sugar and molasses,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,1479.3772,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,ISR,Israel,A,Annual,CPC_235,Sugar and molasses,PP,Producer price,XDC_T,National currency per tonne,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,1500.833,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,KAZ,Kazakhstan,A,Annual,CPC_0144,Other oilseeds,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,KAZ,Kazakhstan,A,Annual,CPC_0144,Other oilseeds,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,KAZ,Kazakhstan,A,Annual,CPC_EX_FHC,Fish from capture,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,KAZ,Kazakhstan,A,Annual,CPC_EX_FHC,Fish from capture,BF,Biofuel use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_EX_35492,Ethanol,ST,Ending stocks,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_EX_35492,Ethanol,ST,Ending stocks,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_022,Raw milk,YLD,Yield,T_ANM,Tonnes per animal,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0.5721,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_022,Raw milk,YLD,Yield,T_ANM,Tonnes per animal,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0.582,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_2352,Refined sugar,FO_DES_TOT,Total calorie availability,KCAL_PS_D,Kilocalories per person per day,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_2352,Refined sugar,FO_DES_TOT,Total calorie availability,KCAL_PS_D,Kilocalories per person per day,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_2226,Casein,QP,Production,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,MYS,Malaysia,A,Annual,CPC_2226,Casein,QP,Production,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_0143,Cottonseed,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_0143,Cottonseed,QP_BD,Biodiesel production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_EX_DDG,Distiller's dry grains,OU,Other use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_EX_DDG,Distiller's dry grains,OU,Other use,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_EX_DDG,Distiller's dry grains,QP_ET,Ethanol production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_EX_DDG,Distiller's dry grains,QP_ET,Ethanol production from commodity,L,Litres,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,0,,A,Normal value,6,Millions,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_2351,Raw cane or beet sugar,IM,Imports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,1686.1677,,A,Normal value,3,Thousands,2,Two,TQB,Tel quel basis (sugar)
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,NGA,Nigeria,A,Annual,CPC_2351,Raw cane or beet sugar,IM,Imports,T,Tonnes,AO_2021_2030,Agricultural Outlook 2021-2030,2030,,1733.1842,,A,Normal value,3,Thousands,2,Two,TQB,Tel quel basis (sugar)
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2021_2030(1.0),OECD-FAO Agricultural Outlook 2021-2030,I,PAK,Pakistan,A,Annual,CPC_0113,Rice,FO_DES_TOT,Total calorie availability,KCAL_PS_D,Kilocalories per person per day,AO_2021_2030,Agricultural Outlook 2021-2030,2029,,148.8591,,A,Normal value,0,Units,2,Two,,
